Image Path,Driver ID
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1759.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1707.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1765.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1740.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1772.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1745.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1729.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1798.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1796.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1809.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1773.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1803.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1728.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1763.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1818.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1791.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1734.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1769.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1804.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1770.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1761.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1802.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1817.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1766.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1726.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1723.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1720.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1806.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1739.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1811.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1741.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1768.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1732.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1717.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1747.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/1801.jpg,ID013
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/885.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/887.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/878.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/880.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/879.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/882.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/886.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/889.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/884.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/888.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/883.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/890.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/881.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/820.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/824.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/829.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/833.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/819.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/822.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/836.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/831.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/832.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/826.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/846.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/837.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/828.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/835.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/821.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/841.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/847.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/844.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/834.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/848.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/845.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/840.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/843.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/842.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/825.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/838.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/823.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/827.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/839.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/830.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/892.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/863.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/871.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/872.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/894.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/868.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/874.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/864.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/878.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/876.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/869.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/877.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/889.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/891.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/858.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/870.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/865.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/893.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/859.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/867.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/862.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/866.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/873.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/857.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/860.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/861.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/890.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/875.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/885.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/892.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/904.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/894.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/887.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/874.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/903.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/905.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/878.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/897.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/876.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/880.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/901.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/879.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/882.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/877.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/886.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/889.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/884.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/891.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/893.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/900.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/895.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/902.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/896.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/888.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/873.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/898.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/899.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/883.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/890.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/881.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/875.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1161.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1157.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1167.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1154.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1162.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1166.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1171.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1172.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1168.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1160.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1164.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1156.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1158.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1151.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1170.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1152.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1169.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1163.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1150.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1153.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1159.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1165.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1155.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/1149.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1031.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1024.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1009.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1026.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1010.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1025.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1002.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1019.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/998.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1018.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1012.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1017.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1029.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1028.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1011.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1022.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/997.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1023.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/999.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1006.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1007.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/996.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1027.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1000.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/995.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1013.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1004.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1003.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1014.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1001.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1030.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1008.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1020.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1005.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1016.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1021.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/1015.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/915.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/930.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/944.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/950.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/949.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/916.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/948.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/951.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/924.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/965.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/932.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/938.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/963.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/943.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/928.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/913.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/929.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/920.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/935.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/937.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/942.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/917.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/918.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/931.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/945.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/947.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/926.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/955.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/922.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/939.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/934.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/940.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/946.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/957.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/956.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/936.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/958.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/961.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/959.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/952.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/954.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/914.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/919.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/933.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/923.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/941.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/964.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/927.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/953.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/960.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/962.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/925.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/921.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1424.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1440.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1434.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1431.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1423.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1430.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1421.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1420.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1418.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1435.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1428.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1422.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1417.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1426.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1439.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1436.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1416.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1433.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1432.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1427.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1438.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1419.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1437.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1429.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1425.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1777.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1760.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1746.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1781.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1744.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1778.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1755.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1762.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1748.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1733.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1767.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1764.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1756.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1754.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1743.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1780.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1782.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1742.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1758.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1759.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1765.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1745.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1763.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1779.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1734.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1776.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1769.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1770.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1761.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1766.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1753.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1757.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1741.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1768.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/1747.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2628.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2675.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2695.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2640.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2580.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2704.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2571.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2719.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2626.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2716.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2673.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2643.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2573.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2608.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2595.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2627.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2698.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2725.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2625.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2587.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2633.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2596.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2681.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2718.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2696.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2592.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2694.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2703.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2642.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2688.jpg,ID020
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/2645.jpg,ID020
